Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:13.824
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:14.208
3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:14.464
4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:14.720
5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:15.104
6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:15.360
7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:15.616
8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:16.000
9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:16.256
10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:16.640
11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:16.896
12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:17.152
13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:24:17.536
14,8,20799.996824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM008,,1970-01-16 22:24:17.792
15,8,20799.996824,1752.3997324220004,8.425,31596589.6,30042399.73333333,4676.214285714285,2020.2857142857144,105.42857142857144,3.357142857142857,VM008,95.08114677456622,1970-01-16 22:24:18.048
16,8,20799.996824,2839.1995664760007,13.65,32593510.4,28543634.4,2203.9333333333334,4154.533333333334,392.73333333333335,13.066666666666666,VM008,87.57459399034232,1970-01-16 22:24:18.432
17,8,20799.996824,4567.332635936667,21.958333333333336,32629188.0,12683573.333333334,2911.6,10713.4,855.6,26.4,VM008,38.87186323280044,1970-01-16 22:24:18.688
18,8,20799.996824,3170.2661825913337,15.241666666666667,32669696.0,6822733.066666666,891.8666666666667,11037.266666666666,11.4,0.4666666666666667,VM008,20.88398088144642,1970-01-16 22:24:18.944
19,8,20799.996824,3248.2661706813337,15.616666666666667,32669696.0,4988424.8,315.8666666666667,12054.266666666666,0.0666666666666666,0.0,VM008,15.269272171984705,1970-01-16 22:24:19.328
20,8,20799.996824,3652.1327756806672,17.558333333333334,32669696.0,5010792.8,310.6,9986.266666666666,0.0666666666666666,0.0666666666666666,VM008,15.337739292095035,1970-01-16 22:24:19.584
21,8,20799.996824,4868.932589884667,23.40833333333333,32670242.133333333,6554296.8,501.06666666666666,5997.866666666667,0.0666666666666666,0.0,VM008,20.06197803264113,1970-01-16 22:24:19.840
22,8,20799.996824,4120.132704220667,19.808333333333334,32672972.8,20244505.066666663,3574.6666666666665,10730.533333333333,9316.933333333332,259.6666666666667,VM008,61.96101343636127,1970-01-16 22:24:20.224
23,8,20799.996824,4359.332667696667,20.958333333333336,32673792.0,20065547.73333333,1738.8,11500.866666666669,251.53333333333333,11.266666666666667,VM008,61.41175084095941,1970-01-16 22:24:20.480
24,8,20799.996824,147.33331083666667,0.7083333333333333,32673792.0,5816099.733333333,39.66666666666666,38.266666666666666,0.2666666666666666,0.9333333333333332,VM008,17.800504249195605,1970-01-16 22:24:20.736
25,8,20799.996824,2887.7328923986665,13.883333333333333,32673792.0,1521132.8,401.0,1406.7333333333331,0.2666666666666666,13.8,VM008,4.655513507584305,1970-01-16 22:24:21.120
26,8,20799.996824,3048.9328677846665,14.658333333333331,32673792.0,1185588.8,152.06666666666666,1016.2666666666668,0.2666666666666666,4.0,VM008,3.628561998558356,1970-01-16 22:24:21.376
27,8,20799.996824,1575.599759418,7.575,32673792.0,1275067.2,1427.0666666666666,669.7333333333333,0.0666666666666666,7.933333333333334,VM008,3.902415734298608,1970-01-16 22:24:21.632
28,8,20799.996824,129.99998015,0.625,32673792.0,492131.2,102.86666666666666,30.73333333333333,0.2,1.2,VM008,1.5061955465713928,1970-01-16 22:24:22.016
29,8,20799.996824,74.53332195266667,0.3583333333333333,32673792.0,0.0,0.0,2.333333333333333,0.0,1.0,VM008,0.0,1970-01-16 22:24:22.272
