Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,1,2925.999242,5.851998483999999,0.2,4194304.0,167770.4,0.0,2.1333333333333333,0.6666666666666666,0.5333333333333333,VM001,3.999958038330078,1970-01-16 22:18:34.880
2,1,2925.999242,0.0,0.0,4194304.0,150993.6,0.0,1.0666666666666669,0.6,0.2666666666666666,VM001,3.5999679565429688,1970-01-16 22:18:35.136
3,1,2925.999242,0.0,0.0,4194304.0,137013.06666666668,0.0,1.4,0.5333333333333333,0.3333333333333333,VM001,3.2666460673014326,1970-01-16 22:18:35.392
4,1,2925.999242,0.0,0.0,4194304.0,134216.8,0.0,1.2,0.5333333333333333,0.1333333333333333,VM001,3.199977874755859,1970-01-16 22:18:35.776
5,1,2925.999242,0.0,0.0,4194304.0,109050.4,0.0,1.2,0.9333333333333332,0.2666666666666666,VM001,2.599964141845703,1970-01-16 22:18:36.032
6,1,2925.999242,0.0,0.0,4194304.0,109050.4,0.0,1.2,0.7333333333333333,0.2666666666666666,VM001,2.599964141845703,1970-01-16 22:18:36.288
7,1,2925.999242,0.0,0.0,4194304.0,117439.2,0.0,1.1333333333333333,0.7333333333333333,0.3333333333333333,VM001,2.799968719482422,1970-01-16 22:18:36.672
8,1,2925.999242,1.9506661613333327,0.0666666666666666,4194304.0,137013.06666666668,0.0,1.2666666666666666,0.8,0.2666666666666666,VM001,3.2666460673014326,1970-01-16 22:18:36.928
9,1,2925.999242,0.0,0.0,4194304.0,109050.4,0.0,1.0666666666666669,0.5333333333333333,0.3333333333333333,VM001,2.599964141845703,1970-01-16 22:18:37.184
10,1,2925.999242,0.0,0.0,4194304.0,72698.93333333333,0.0,1.1333333333333333,0.6,0.3333333333333333,VM001,1.7332776387532551,1970-01-16 22:18:37.568
11,1,2925.999242,0.0,0.0,4194304.0,111846.66666666669,0.0,1.2,0.9333333333333332,0.4666666666666667,VM001,2.6666323343912763,1970-01-16 22:18:37.824
12,1,2925.999242,3.9013323226666654,0.1333333333333333,4194304.0,187343.7333333333,0.0,1.6666666666666667,1.0,0.5333333333333333,VM001,4.466622670491536,1970-01-16 22:18:38.208
13,1,2925.999242,5.851998483999999,0.2,4194304.0,159382.4,0.0,3.066666666666667,0.8,0.4666666666666667,VM001,3.799972534179688,1970-01-16 22:18:38.464
14,1,2925.999242,7.802664645333333,0.2666666666666666,4194304.0,195732.26666666663,0.0,7.6,0.8,0.3333333333333333,VM001,4.666620890299479,1970-01-16 22:18:38.720
15,1,2925.999242,0.0,0.0,4194304.0,167770.4,0.0,1.0666666666666669,0.7333333333333333,0.0666666666666666,VM001,3.999958038330078,1970-01-16 22:18:39.104
16,1,2925.999242,0.0,0.0,4194304.0,192936.0,0.0,0.9333333333333332,0.8,0.2666666666666666,VM001,4.599952697753906,1970-01-16 22:18:39.360
17,1,2925.999242,5.851998483999999,0.2,4194304.0,75495.2,0.0,1.2666666666666666,0.8,0.2666666666666666,VM001,1.799945831298828,1970-01-16 22:18:39.616
18,1,2925.999242,0.0,0.0,4194304.0,117439.2,0.0,1.2666666666666666,0.6666666666666666,0.0666666666666666,VM001,2.799968719482422,1970-01-16 22:18:40.000
19,1,2925.999242,13.654663129333333,0.4666666666666666,4194304.0,120235.46666666666,0.0,1.2666666666666666,39.73333333333333,0.2666666666666666,VM001,2.866636912027994,1970-01-16 22:18:40.256
20,1,2925.999242,0.0,0.0,4194304.0,83884.0,0.0,1.2,0.6666666666666666,0.2666666666666666,VM001,1.9999504089355469,1970-01-16 22:18:40.512
21,1,2925.999242,0.0,0.0,4194304.0,103457.86666666668,0.0,1.0666666666666669,0.5333333333333333,0.0,VM001,2.4666277567545576,1970-01-16 22:18:40.896
22,1,2925.999242,0.0,0.0,4194304.0,92272.8,0.0,1.2666666666666666,0.8,0.0666666666666666,VM001,2.1999549865722656,1970-01-16 22:18:41.152
23,1,2925.999242,0.0,0.0,4194304.0,67106.4,0.0,1.0666666666666669,0.6666666666666666,0.3333333333333333,VM001,1.5999412536621092,1970-01-16 22:18:41.408
24,1,2925.999242,0.0,0.0,4194304.0,137011.73333333334,0.0,1.0666666666666669,0.7333333333333333,0.1333333333333333,VM001,3.266614278157552,1970-01-16 22:18:41.792
25,1,2925.999242,3.9013323226666654,0.1333333333333333,4194304.0,176160.0,0.0,2.2666666666666666,0.7333333333333333,0.2,VM001,4.199981689453125,1970-01-16 22:18:42.048
26,1,2925.999242,3.9013323226666654,0.1333333333333333,4194304.0,128624.26666666666,0.0,1.4666666666666666,1.4,0.1333333333333333,VM001,3.0666414896647134,1970-01-16 22:18:42.304
27,1,2925.999242,0.0,0.0,4194304.0,117438.4,0.0,1.2666666666666666,0.6666666666666666,0.0666666666666666,VM001,2.7999496459960938,1970-01-16 22:18:42.688
28,1,2925.999242,0.0,0.0,4194304.0,109049.6,0.0,1.1333333333333333,0.6666666666666666,0.0666666666666666,VM001,2.599945068359375,1970-01-16 22:18:42.944
29,1,2925.999242,0.0,0.0,4194304.0,92272.8,0.0,1.2,0.7333333333333333,0.0,VM001,2.1999549865722656,1970-01-16 22:18:43.200
30,1,2925.999242,0.0,0.0,4194304.0,61513.86666666667,0.0,1.1333333333333333,0.8,0.1333333333333333,VM001,1.4666048685709636,1970-01-16 22:18:43.584
31,1,2925.999242,0.0,0.0,4194304.0,58717.6,0.0,1.2666666666666666,0.7333333333333333,0.0666666666666666,VM001,1.3999366760253906,1970-01-16 22:18:43.840
32,1,2925.999242,5.851998483999999,0.2,4194304.0,109050.4,0.0,7.4,0.8666666666666667,0.3333333333333333,VM001,2.599964141845703,1970-01-16 22:18:44.096
33,1,2925.999242,0.0,0.0,4194304.0,134216.0,0.0,1.1333333333333333,0.7333333333333333,0.1333333333333333,VM001,3.1999588012695312,1970-01-16 22:18:44.480
34,1,2925.999242,0.0,0.0,4194304.0,92272.8,0.0,1.2,0.8,0.0666666666666666,VM001,2.1999549865722656,1970-01-16 22:18:44.736
35,1,2925.999242,0.0,0.0,4194304.0,159382.4,0.0,1.3333333333333333,0.8,0.2666666666666666,VM001,3.799972534179688,1970-01-16 22:18:44.992
36,1,2925.999242,0.0,0.0,4194304.0,150994.4,0.0,1.1333333333333333,0.8666666666666667,0.2,VM001,3.599987030029297,1970-01-16 22:18:45.376
37,1,2925.999242,5.851998483999999,0.2,4194304.0,159383.2,0.0,2.2,0.8666666666666667,0.3333333333333333,VM001,3.799991607666016,1970-01-16 22:18:45.632
38,1,2925.999242,0.0,0.0,4194304.0,100661.6,0.0,1.0666666666666669,0.7333333333333333,0.3333333333333333,VM001,2.3999595642089844,1970-01-16 22:18:45.888
39,1,2925.999242,0.0,0.0,4194304.0,145400.8,0.0,1.1333333333333333,0.6666666666666666,0.0666666666666666,VM001,3.4666252136230464,1970-01-16 22:18:46.272
40,1,2925.999242,0.0,0.0,4194304.0,167771.2,0.0,1.3333333333333333,0.9333333333333332,0.0666666666666666,VM001,3.999977111816407,1970-01-16 22:18:46.528
41,1,2925.999242,0.0,0.0,4194304.0,109050.4,0.0,1.2,0.8666666666666667,0.0666666666666666,VM001,2.599964141845703,1970-01-16 22:18:46.784
42,1,2925.999242,0.0,0.0,4194304.0,137013.06666666668,0.0,1.2666666666666666,0.8666666666666667,0.0,VM001,3.2666460673014326,1970-01-16 22:18:47.168
