Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,8,20799.996824,13755.731232938666,66.13333333333333,20971520.0,3872739.2,0.1333333333333333,7.8,7340.133333333333,93.4,VM008,18.46665954589844,1970-01-16 22:18:34.880
2,8,20799.996824,12362.131445730663,59.43333333333333,20971520.0,3537193.8666666667,2.8,7.733333333333333,6636.133333333333,77.46666666666667,VM008,16.866654713948567,1970-01-16 22:18:35.136
3,8,20799.996824,12946.264689871334,62.24166666666667,20971520.0,4096434.933333333,2.6666666666666665,7.8,8383.6,90.13333333333334,VM008,19.533323923746742,1970-01-16 22:18:35.392
4,8,20799.996824,9387.731899898668,45.13333333333333,20971520.0,3243593.333333333,2.7333333333333334,6.6,952.0666666666668,37.06666666666667,VM008,15.466658274332682,1970-01-16 22:18:35.776
5,8,20799.996824,7791.3321436566675,37.458333333333336,20971520.0,2278903.2,0.0666666666666666,4.6,4903.866666666667,58.0,VM008,10.866657257080078,1970-01-16 22:18:36.032
6,8,20799.996824,1424.799782444,6.85,20971520.0,1663739.2,2.6666666666666665,2.6666666666666665,21.266666666666666,3.066666666666667,VM008,7.933326721191405,1970-01-16 22:18:36.288
7,8,20799.996824,71.06665581533332,0.3416666666666666,20971520.0,279618.4,0.0,1.0,0.0,1.0,VM008,1.333324432373047,1970-01-16 22:18:36.672
8,8,20799.996824,71.06665581533332,0.3416666666666666,20971520.0,223694.9333333333,0.0,1.0,0.0,1.0,VM008,1.0666605631510415,1970-01-16 22:18:36.928
9,8,20799.996824,76.26665502133334,0.3666666666666666,20971520.0,167771.2,0.0,2.466666666666667,0.0,1.5333333333333334,VM008,0.7999954223632814,1970-01-16 22:18:37.184
10,8,20799.996824,72.799988884,0.35,20971520.0,125827.2,0.0,0.8666666666666667,0.0,1.0,VM008,0.5999908447265625,1970-01-16 22:18:37.568
11,8,20799.996824,71.06665581533332,0.3416666666666666,20971520.0,69904.0,0.0,1.4,0.0,1.0,VM008,0.3333282470703125,1970-01-16 22:18:37.824
12,8,20799.996824,69.33332274666668,0.3333333333333333,20971520.0,125827.2,0.0,0.9333333333333332,0.0,1.0,VM008,0.5999908447265625,1970-01-16 22:18:38.208
13,8,20799.996824,72.799988884,0.35,20971520.0,41942.4,0.0,1.3333333333333333,0.0666666666666666,1.1333333333333333,VM008,0.1999969482421875,1970-01-16 22:18:38.464
14,8,20799.996824,72.799988884,0.35,20971520.0,27961.6,0.0,1.0,0.0,1.0,VM008,0.133331298828125,1970-01-16 22:18:38.720
15,8,20799.996824,69.33332274666668,0.3333333333333333,20971520.0,0.0,0.0,1.2,0.0,1.0,VM008,0.0,1970-01-16 22:18:39.104
16,8,20799.996824,72.799988884,0.35,20971520.0,293599.2,0.0,0.8666666666666667,0.0,1.0,VM008,1.3999900817871094,1970-01-16 22:18:39.360
17,8,20799.996824,69.33332274666668,0.3333333333333333,20971520.0,97866.13333333332,0.0,0.8666666666666667,0.0,1.0,VM008,0.4666620890299478,1970-01-16 22:18:39.616
18,8,20799.996824,71.06665581533332,0.3416666666666666,20971520.0,251656.26666666663,0.0,1.2,0.0,1.0,VM008,1.1999905904134114,1970-01-16 22:18:40.000
19,8,20799.996824,124.799980944,0.6,20971520.0,83884.8,0.0,1.0,55.46666666666667,64.66666666666667,VM008,0.399993896484375,1970-01-16 22:18:40.256
