Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:41:39.456
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:41:39.840
3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VM000,,1970-01-16 22:41:40.096
4,1,2599.998988,1247.99951424,48.0,2041277.0909090908,1809267.6363636365,8806.3,3582.8,185.4,5.9,VM001,88.63410285753376,1970-01-16 22:41:40.352
5,1,2599.998988,2031.4658759573329,78.13333333333333,2097152.0,1968525.3333333333,780.1333333333333,3058.866666666667,351.8666666666667,12.666666666666666,VM001,93.8666025797526,1970-01-16 22:41:40.736
6,1,2599.998988,2353.8657504693333,90.53333333333336,2097152.0,1814733.066666667,2856.4,8153.733333333334,1006.3333333333334,33.8,VM001,86.53321584065756,1970-01-16 22:41:40.992
7,1,2599.998988,2397.199066936,92.2,2097152.0,1715469.066666667,3077.733333333333,8512.2,36.86666666666667,1.4666666666666666,VM001,81.79993947347006,1970-01-16 22:41:41.248
8,1,2599.998988,2326.1324279306664,89.46666666666665,2097152.0,1564473.3333333333,4610.133333333333,11297.733333333334,0.0,0.0,VM001,74.59990183512369,1970-01-16 22:41:41.632
9,1,2599.998988,2417.99905884,93.0,2097152.0,1613407.4666666666,2692.6,5872.933333333333,0.0,0.0666666666666666,VM001,76.93326314290364,1970-01-16 22:41:41.888
10,1,2599.998988,2379.865740349333,91.53333333333336,2097152.0,1495966.933333333,2963.4666666666667,7638.066666666667,0.0,0.0,VM001,71.33326212565103,1970-01-16 22:41:42.144
11,1,2599.998988,2447.4657140373333,94.13333333333334,2097152.0,1280658.933333333,1585.0,2741.0666666666666,0.0,0.0,VM001,61.06657663981119,1970-01-16 22:41:42.528
12,1,2599.998988,2078.265857741333,79.93333333333334,2097152.0,1221939.2,4332.066666666667,5134.666666666667,0.0,0.0,VM001,58.2666015625,1970-01-16 22:41:42.784
13,1,2599.998988,2144.132498770666,82.46666666666665,2097152.0,1940562.933333333,3874.6,1459.8666666666666,0.2,5.0,VM001,92.53325144449867,1970-01-16 22:41:43.040
14,1,2599.998988,2419.7323914986664,93.06666666666666,2097152.0,1772790.4,1438.1333333333334,868.0666666666667,0.9333333333333332,6.333333333333333,VM001,84.53323364257812,1970-01-16 22:41:43.424
15,1,2599.998988,1870.2659387013327,71.93333333333334,2097152.0,1841297.8666666667,6253.666666666667,1409.3333333333333,0.6,3.733333333333333,VM001,87.79992421468098,1970-01-16 22:41:43.680
16,1,2599.998988,1294.7994960239998,49.8,2097152.0,2020255.7333333327,1895.5333333333333,417.26666666666665,12.2,10.666666666666666,VM001,96.33330027262367,1970-01-16 22:41:43.936
17,1,2599.998988,537.3331241866665,20.666666666666664,2097152.0,1501558.4,63.0,119.8,0.8,5.533333333333333,VM001,71.59988403320312,1970-01-16 22:41:44.320
18,1,2599.998988,1804.399297672,69.4,2097152.0,864024.5333333333,575.4666666666667,728.0666666666667,0.2,4.666666666666667,VM001,41.19990030924479,1970-01-16 22:41:44.576
19,1,2599.998988,2469.9990386,95.0,2097152.0,711631.4666666667,176.0,891.2666666666667,0.0,2.2666666666666666,VM001,33.93323262532552,1970-01-16 22:41:44.832
20,1,2599.998988,2369.4657443973333,91.13333333333334,2097152.0,817887.7333333333,340.6666666666667,951.4,0.0,16.6,VM001,38.9999262491862,1970-01-16 22:41:45.216
21,1,2599.998988,43.33331646666666,1.6666666666666663,2097152.0,612366.4,0.3333333333333333,6.266666666666667,0.0,0.0666666666666666,VM001,29.19990539550781,1970-01-16 22:41:45.472
22,1,2599.998988,24.26665722133333,0.9333333333333332,2097152.0,272627.2,0.2,6.133333333333334,0.0666666666666666,0.9333333333333332,VM001,12.9998779296875,1970-01-16 22:41:45.728
23,1,2599.998988,22.533324562666667,0.8666666666666667,2097152.0,146800.0,0.2,5.733333333333333,0.0,0.1333333333333333,VM001,6.999969482421875,1970-01-16 22:41:46.112
24,1,2599.998988,17.33332658666667,0.6666666666666667,2097152.0,138411.2,0.2,5.666666666666667,0.0,0.0666666666666666,VM001,6.599960327148438,1970-01-16 22:41:46.368
25,1,2599.998988,162.93326991466665,6.266666666666667,2097152.0,262841.06666666665,1528.8666666666666,230.13333333333333,0.0,0.1333333333333333,VM001,12.533238728841145,1970-01-16 22:41:46.624
26,1,2599.998988,41.599983808,1.6,2097152.0,301987.2,130.06666666666666,27.53333333333333,0.0,0.1333333333333333,VM001,14.399871826171877,1970-01-16 22:41:47.008
27,1,2599.998988,15.599993927999998,0.6,2097152.0,188741.6,1.3333333333333333,6.333333333333333,0.0,0.0666666666666666,VM001,8.999900817871094,1970-01-16 22:41:47.264
28,1,2599.998988,25.99998988,1.0,2097152.0,184548.0,49.266666666666666,12.466666666666669,0.0,0.6,VM001,8.799934387207031,1970-01-16 22:41:47.648
29,1,2599.998988,19.06665924533333,0.7333333333333333,2097152.0,171964.8,0.0666666666666666,5.8,0.0,0.0666666666666666,VM001,8.199920654296875,1970-01-16 22:41:47.904
30,1,2599.998988,19.06665924533333,0.7333333333333333,2097152.0,121633.6,0.2,5.933333333333334,0.0,0.0666666666666666,VM001,5.7999420166015625,1970-01-16 22:41:48.160
31,1,2599.998988,19.06665924533333,0.7333333333333333,2097152.0,102059.73333333334,0.0666666666666666,5.8,0.0,0.0666666666666666,VM001,4.866587320963542,1970-01-16 22:41:48.544
32,1,2599.998988,19.06665924533333,0.7333333333333333,2097152.0,114642.93333333332,0.0,5.933333333333334,0.0,0.0666666666666666,VM001,5.466601053873697,1970-01-16 22:41:48.800
33,1,2599.998988,17.33332658666667,0.6666666666666667,2097152.0,134215.2,0.0,5.666666666666667,0.0,0.0666666666666666,VM001,6.399879455566407,1970-01-16 22:41:49.056
34,1,2599.998988,15.599993927999998,0.6,2097152.0,150993.6,0.0666666666666666,6.066666666666666,0.1333333333333333,0.9333333333333332,VM001,7.1999359130859375,1970-01-16 22:41:49.440
35,1,2599.998988,15.599993927999998,0.6,2097152.0,146798.93333333332,0.0,9.133333333333333,0.0,0.1333333333333333,VM001,6.999918619791666,1970-01-16 22:41:49.696
36,1,2599.998988,17.33332658666667,0.6666666666666667,2097152.0,138410.4,0.0,6.066666666666666,0.0,0.0666666666666666,VM001,6.599922180175781,1970-01-16 22:41:49.952
37,1,2599.998988,17.33332658666667,0.6666666666666667,2097152.0,113244.8,1.1333333333333333,6.2,0.0,0.0666666666666666,VM001,5.399932861328125,1970-01-16 22:41:50.336
38,1,2599.998988,15.599993927999998,0.6,2097152.0,150992.8,0.0,5.933333333333334,0.0,0.1333333333333333,VM001,7.19989776611328,1970-01-16 22:41:50.592
39,1,2599.998988,17.33332658666667,0.6666666666666667,2097152.0,127226.13333333332,0.0,6.0,0.0,0.0666666666666666,VM001,6.066614786783854,1970-01-16 22:41:50.848
40,1,2599.998988,22.533324562666667,0.8666666666666667,2097152.0,155187.2,25.2,7.066666666666666,0.0,0.6666666666666666,VM001,7.399902343750001,1970-01-16 22:41:51.232
41,1,2599.998988,19.06665924533333,0.7333333333333333,2097152.0,139809.33333333334,0.0666666666666666,6.2,0.0,0.1333333333333333,VM001,6.666628519694011,1970-01-16 22:41:51.488
42,1,2599.998988,15.599993927999998,0.6,2097152.0,167771.2,0.0,9.2,0.0,0.1333333333333333,VM001,7.999954223632813,1970-01-16 22:41:51.744
43,1,2599.998988,19.06665924533333,0.7333333333333333,2097152.0,106254.13333333332,0.0,5.933333333333334,0.0,0.1333333333333333,VM001,5.06659189860026,1970-01-16 22:41:52.128
44,1,2599.998988,19.06665924533333,0.7333333333333333,2097152.0,111846.66666666669,0.0,5.666666666666667,0.0,0.1333333333333333,VM001,5.333264668782553,1970-01-16 22:41:52.384
45,1,2599.998988,13.866661269333331,0.5333333333333333,2097152.0,130021.6,0.0,5.666666666666667,0.0,0.1333333333333333,VM001,6.199913024902344,1970-01-16 22:41:52.640
46,1,2599.998988,15.599993927999998,0.6,2097152.0,83884.0,0.0,6.0,0.0666666666666666,1.0,VM001,3.9999008178710938,1970-01-16 22:41:53.024
47,1,2599.998988,10.399995952,0.4,2097152.0,113244.8,0.0,5.6,0.0,0.1333333333333333,VM001,5.399932861328125,1970-01-16 22:41:53.280
