Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,16,41599.988688,608.3998345619999,1.4625,2281472.0,0.0,0.0,1.0666666666666669,0.0,0.0,VM016,0.0,1970-01-16 22:18:34.880
2,16,41599.988688,610.1331674239999,1.4666666666666666,2281472.0,0.0,0.0,0.3333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:35.136
3,16,41599.988688,622.2664974579999,1.4958333333333331,2281472.0,0.0,0.0,1.1333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:35.392
4,16,41599.988688,617.066498872,1.4833333333333334,2281472.0,0.0,0.0,0.4,0.0,0.0,VM016,0.0,1970-01-16 22:18:35.776
5,16,41599.988688,615.3331660099999,1.4791666666666663,2281472.0,0.0,0.0,5.0,0.0,0.0,VM016,0.0,1970-01-16 22:18:36.032
6,16,41599.988688,603.1998359759999,1.45,2281472.0,0.0,0.0,2.7333333333333334,0.0,0.0,VM016,0.0,1970-01-16 22:18:36.288
7,16,41599.988688,627.466496044,1.5083333333333335,2281472.0,0.0,0.0,0.3333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:36.672
8,16,41599.988688,604.9331688379999,1.4541666666666666,2281472.0,0.0,0.0,0.4666666666666667,0.0,0.0,VM016,0.0,1970-01-16 22:18:36.928
9,16,41599.988688,610.1331674239999,1.4666666666666666,2281472.0,0.0,0.0,0.2,0.0,0.0,VM016,0.0,1970-01-16 22:18:37.184
10,16,41599.988688,615.3331660099999,1.4791666666666663,2281472.0,134217.6,0.0,1.2,0.0,0.0,VM016,5.882938734290844,1970-01-16 22:18:37.568
11,16,41599.988688,630.9331617679999,1.5166666666666666,2281472.0,0.0,0.0,1.2,0.0,0.0,VM016,0.0,1970-01-16 22:18:37.824
12,16,41599.988688,625.733163182,1.5041666666666669,2281472.0,0.0,0.0,0.4666666666666667,0.0,0.0,VM016,0.0,1970-01-16 22:18:38.208
13,16,41599.988688,594.5331716659999,1.4291666666666665,2281472.0,0.0,0.0,1.1333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:38.464
14,16,41599.988688,608.3998345619999,1.4625,2281472.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:38.720
15,16,41599.988688,601.466503114,1.4458333333333335,2281472.0,0.0,0.0,0.6666666666666666,0.0,0.0,VM016,0.0,1970-01-16 22:18:39.104
16,16,41599.988688,592.7998388039999,1.425,2281472.0,0.0,0.0,0.8,0.0,0.0,VM016,0.0,1970-01-16 22:18:39.360
17,16,41599.988688,618.799831734,1.4875,2281472.0,0.0,0.0,5.066666666666666,0.0,0.0,VM016,0.0,1970-01-16 22:18:39.616
18,16,41599.988688,618.799831734,1.4875,2281472.0,0.0,0.0,2.4,0.0,0.0,VM016,0.0,1970-01-16 22:18:40.000
19,16,41599.988688,625.733163182,1.5041666666666669,2281472.0,0.0,0.0,0.8666666666666667,0.0,0.0,VM016,0.0,1970-01-16 22:18:40.256
20,16,41599.988688,623.99983032,1.5,2281472.0,0.0,0.0,0.2,0.0,0.0,VM016,0.0,1970-01-16 22:18:40.512
21,16,41599.988688,625.733163182,1.5041666666666669,2281472.0,0.0,0.0,0.1333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:40.896
22,16,41599.988688,603.1998359759999,1.45,2281472.0,0.0,0.0,1.3333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:41.152
23,16,41599.988688,597.9998373899999,1.4375,2281472.0,0.0,0.0,0.6666666666666666,0.0,0.0,VM016,0.0,1970-01-16 22:18:41.408
24,16,41599.988688,594.5331716659999,1.4291666666666665,2281472.0,0.0,0.0,0.8,0.0,0.0,VM016,0.0,1970-01-16 22:18:41.792
25,16,41599.988688,573.733177322,1.3791666666666669,2281472.0,0.0,0.0,1.6,0.0,0.0,VM016,0.0,1970-01-16 22:18:42.048
26,16,41599.988688,582.399841632,1.4,2281472.0,0.0,0.0,0.4,0.0,0.0,VM016,0.0,1970-01-16 22:18:42.304
27,16,41599.988688,613.599833148,1.475,2281472.0,0.0,0.0,1.1333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:42.688
28,16,41599.988688,597.9998373899999,1.4375,2281472.0,0.0,0.0,0.4,0.0,0.0,VM016,0.0,1970-01-16 22:18:42.944
29,16,41599.988688,625.733163182,1.5041666666666669,2281472.0,0.0,0.0,5.066666666666666,0.0,0.0,VM016,0.0,1970-01-16 22:18:43.200
30,16,41599.988688,610.1331674239999,1.4666666666666666,2281472.0,44739.2,0.0,2.6,0.0,0.0,VM016,1.960979578096948,1970-01-16 22:18:43.584
31,16,41599.988688,597.9998373899999,1.4375,2281472.0,0.0,0.0,0.3333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:43.840
32,16,41599.988688,608.3998345619999,1.4625,2281472.0,0.0,0.0,0.4,0.0,0.0,VM016,0.0,1970-01-16 22:18:44.096
33,16,41599.988688,597.9998373899999,1.4375,2281472.0,0.0,0.0,0.2666666666666666,0.0,0.0,VM016,0.0,1970-01-16 22:18:44.480
34,16,41599.988688,597.9998373899999,1.4375,2281472.0,0.0,0.0,1.0666666666666669,0.0,0.0,VM016,0.0,1970-01-16 22:18:44.736
35,16,41599.988688,610.1331674239999,1.4666666666666666,2281472.0,0.0,0.0,1.1333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:44.992
36,16,41599.988688,606.6665017,1.4583333333333337,2281472.0,0.0,0.0,0.4,0.0,0.0,VM016,0.0,1970-01-16 22:18:45.376
37,16,41599.988688,608.3998345619999,1.4625,2281472.0,0.0,0.0,0.8666666666666667,0.0,0.0,VM016,0.0,1970-01-16 22:18:45.632
38,16,41599.988688,667.3331518699998,1.6041666666666663,2281472.0,0.0,0.0,0.8,0.0,0.0,VM016,0.0,1970-01-16 22:18:45.888
39,16,41599.988688,714.1331391439999,1.7166666666666666,2281472.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:46.272
40,16,41599.988688,675.9998161799999,1.625,2281472.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:46.528
41,16,41599.988688,660.399820422,1.5875,2281472.0,0.0,0.0,4.933333333333334,0.0,0.0,VM016,0.0,1970-01-16 22:18:46.784
42,16,41599.988688,651.733156112,1.5666666666666669,2281472.0,0.0,0.0,2.533333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:47.168
43,16,41599.988688,675.9998161799999,1.625,2281472.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:47.424
44,16,41599.988688,672.5331504559998,1.6166666666666665,2281472.0,0.0,0.0,0.0,0.0,0.0,VM016,0.0,1970-01-16 22:18:47.808
45,16,41599.988688,662.1331532839998,1.5916666666666666,2281472.0,0.0,0.0,0.2,0.0,0.0,VM016,0.0,1970-01-16 22:18:48.064
46,16,41599.988688,644.799824664,1.55,2281472.0,0.0,0.0,1.3333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:48.320
47,16,41599.988688,630.9331617679999,1.5166666666666666,2281472.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:48.704
48,16,41599.988688,623.99983032,1.5,2281472.0,0.0,0.0,0.8666666666666667,0.0,0.0,VM016,0.0,1970-01-16 22:18:48.960
49,16,41599.988688,623.99983032,1.5,2281472.0,0.0,0.0,0.8666666666666667,0.0,0.0,VM016,0.0,1970-01-16 22:18:49.216
50,16,41599.988688,630.9331617679999,1.5166666666666666,2281472.0,0.0,0.0,0.3333333333333333,0.0,0.0,VM016,0.0,1970-01-16 22:18:49.600
51,16,41599.988688,625.733163182,1.5041666666666669,2281472.0,0.0,0.0,1.2,0.0,0.0,VM016,0.0,1970-01-16 22:18:49.856
52,16,41599.988688,625.733163182,1.5041666666666669,2281472.0,0.0,0.0,0.4,0.0,0.0,VM016,0.0,1970-01-16 22:18:50.112
53,16,41599.988688,651.733156112,1.5666666666666669,2281472.0,0.0,0.0,5.2,0.0,0.0,VM016,0.0,1970-01-16 22:18:50.496
54,16,41599.988688,634.3998274919999,1.525,2281472.0,0.0,0.0,2.8,0.0,0.0,VM016,0.0,1970-01-16 22:18:50.752
