Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,715827.2,0.0,50.73333333333333,6.666666666666667,3.0,VM008,1.0978233557384258,1970-01-16 22:18:34.880
2,8,23407.993328,366.7252288053333,1.5666666666666669,65204224.0,671088.0,0.0,48.06666666666667,6.6,3.0,VM008,1.029209396004774,1970-01-16 22:18:35.136
3,8,23407.993328,390.1332221333333,1.6666666666666663,65204224.0,1163219.2,0.0,55.2,6.733333333333333,3.066666666666667,VM008,1.783962953074942,1970-01-16 22:18:35.392
4,8,23407.993328,356.971898252,1.525,65204224.0,984262.4,0.0,48.86666666666667,6.733333333333333,3.0,VM008,1.5095071141403351,1970-01-16 22:18:35.776
5,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,805305.6,0.0,47.53333333333333,6.8,3.0,VM008,1.235051275205729,1970-01-16 22:18:36.032
6,8,23407.993328,366.7252288053333,1.5666666666666669,65204224.0,671088.0,0.0,50.66666666666667,6.866666666666666,3.1333333333333333,VM008,1.029209396004774,1970-01-16 22:18:36.288
7,8,23407.993328,360.8732304733333,1.5416666666666663,65204224.0,447392.0,0.0,47.93333333333334,6.8,3.0,VM008,0.6861395973365161,1970-01-16 22:18:36.672
8,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,178956.8,0.0,50.0,6.8,3.0,VM008,0.2744558389346064,1970-01-16 22:18:36.928
9,8,23407.993328,360.8732304733333,1.5416666666666663,65204224.0,715827.2,0.0,48.13333333333333,6.8,3.0,VM008,1.0978233557384258,1970-01-16 22:18:37.184
10,8,23407.993328,368.675894916,1.575,65204224.0,894784.0,0.0,48.73333333333333,6.666666666666667,3.066666666666667,VM008,1.3722791946730322,1970-01-16 22:18:37.568
11,8,23407.993328,362.823896584,1.55,65204224.0,626348.8,0.0,49.13333333333333,6.733333333333333,3.0,VM008,0.9605954362711224,1970-01-16 22:18:37.824
12,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,313174.4,0.0,47.2,6.666666666666667,3.066666666666667,VM008,0.4802977181355612,1970-01-16 22:18:38.208
13,8,23407.993328,368.675894916,1.575,65204224.0,134217.6,0.0,53.93333333333334,7.066666666666666,3.733333333333333,VM008,0.2058418792009548,1970-01-16 22:18:38.464
14,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,134217.6,0.0,46.8,6.866666666666666,2.933333333333333,VM008,0.2058418792009548,1970-01-16 22:18:38.720
15,8,23407.993328,392.083888244,1.675,65204224.0,357913.6,0.0,55.93333333333333,6.8,3.066666666666667,VM008,0.5489116778692129,1970-01-16 22:18:39.104
16,8,23407.993328,353.0705660306667,1.5083333333333335,65204224.0,715827.2,0.0,52.333333333333336,7.0,3.733333333333333,VM008,1.0978233557384258,1970-01-16 22:18:39.360
17,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,536870.4,0.0,49.73333333333333,6.733333333333333,2.6666666666666665,VM008,0.8233675168038194,1970-01-16 22:18:39.616
18,8,23407.993328,380.3798915800001,1.625,65204224.0,626348.8,0.0,55.2,6.8,2.8666666666666667,VM008,0.9605954362711224,1970-01-16 22:18:40.000
19,8,23407.993328,366.7252288053333,1.5666666666666669,65204224.0,805305.6,0.0,53.93333333333334,6.8,2.8666666666666667,VM008,1.235051275205729,1970-01-16 22:18:40.256
20,8,23407.993328,356.971898252,1.525,65204224.0,760566.4,0.0,49.8,6.666666666666667,3.0,VM008,1.1664373154720775,1970-01-16 22:18:40.512
21,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,492131.2,0.0,51.0,7.4,3.8,VM008,0.7547535570701677,1970-01-16 22:18:40.896
22,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,402652.8,0.0,48.73333333333333,6.866666666666666,3.0,VM008,0.6175256376028645,1970-01-16 22:18:41.152
23,8,23407.993328,366.7252288053333,1.5666666666666669,65204224.0,1073740.8,0.0,48.73333333333333,6.866666666666666,2.933333333333333,VM008,1.6467350336076387,1970-01-16 22:18:41.408
24,8,23407.993328,356.971898252,1.525,65204224.0,1073740.8,0.0,49.53333333333334,6.8,2.933333333333333,VM008,1.6467350336076387,1970-01-16 22:18:41.792
25,8,23407.993328,356.971898252,1.525,65204224.0,671088.0,0.0,49.66666666666666,6.733333333333333,3.0,VM008,1.029209396004774,1970-01-16 22:18:42.048
26,8,23407.993328,364.77456269466666,1.5583333333333331,65204224.0,402652.8,0.0,49.2,7.2,3.733333333333333,VM008,0.6175256376028645,1970-01-16 22:18:42.304
27,8,23407.993328,394.0345543546667,1.6833333333333331,65204224.0,850044.8,0.0,54.93333333333334,6.866666666666666,2.933333333333333,VM008,1.3036652349393807,1970-01-16 22:18:42.688
28,8,23407.993328,356.971898252,1.525,65204224.0,939523.2,0.0,47.0,6.666666666666667,2.8,VM008,1.440893154406684,1970-01-16 22:18:42.944
29,8,23407.993328,356.971898252,1.525,65204224.0,671088.0,0.0,49.2,6.733333333333333,2.933333333333333,VM008,1.029209396004774,1970-01-16 22:18:43.200
30,8,23407.993328,360.8732304733333,1.5416666666666663,65204224.0,760566.4,0.0,50.400000000000006,7.6,3.6666666666666665,VM008,1.1664373154720775,1970-01-16 22:18:43.584
31,8,23407.993328,366.7252288053333,1.5666666666666669,65204224.0,492131.2,0.0,52.26666666666667,7.2,3.533333333333333,VM008,0.7547535570701677,1970-01-16 22:18:43.840
32,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,805305.6,0.0,48.53333333333333,6.733333333333333,3.0,VM008,1.235051275205729,1970-01-16 22:18:44.096
33,8,23407.993328,356.971898252,1.525,65204224.0,536870.4,0.0,48.2,6.733333333333333,3.0,VM008,0.8233675168038194,1970-01-16 22:18:44.480
34,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,402652.8,0.0,47.13333333333333,6.8,3.0,VM008,0.6175256376028645,1970-01-16 22:18:44.736
35,8,23407.993328,360.8732304733333,1.5416666666666663,65204224.0,134217.6,0.0,47.73333333333333,6.866666666666666,3.0,VM008,0.2058418792009548,1970-01-16 22:18:44.992
36,8,23407.993328,356.971898252,1.525,65204224.0,626348.8,0.0,48.66666666666667,6.866666666666666,2.933333333333333,VM008,0.9605954362711224,1970-01-16 22:18:45.376
37,8,23407.993328,355.0212321413333,1.5166666666666666,65204224.0,492131.2,0.0,47.53333333333333,6.733333333333333,3.0,VM008,0.7547535570701677,1970-01-16 22:18:45.632
38,8,23407.993328,356.971898252,1.525,65204224.0,402652.8,0.0,49.73333333333333,6.733333333333333,3.0,VM008,0.6175256376028645,1970-01-16 22:18:45.888
39,8,23407.993328,395.9852204653333,1.6916666666666669,65204224.0,1386915.2,0.0,54.66666666666666,6.8,3.066666666666667,VM008,2.1270327517432,1970-01-16 22:18:46.272
40,8,23407.993328,364.77456269466666,1.5583333333333331,65204224.0,939523.2,0.0,51.86666666666667,6.666666666666667,3.0,VM008,1.440893154406684,1970-01-16 22:18:46.528
41,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,626348.8,0.0,49.86666666666667,6.666666666666667,3.066666666666667,VM008,0.9605954362711224,1970-01-16 22:18:46.784
42,8,23407.993328,364.77456269466666,1.5583333333333331,65204224.0,626348.8,0.0,47.66666666666667,6.733333333333333,3.066666666666667,VM008,0.9605954362711224,1970-01-16 22:18:47.168
43,8,23407.993328,359.4798975371429,1.5357142857142858,65204224.0,1150436.5714285714,0.0,49.57142857142857,6.785714285714286,3.0,VM008,1.7643589645796127,1970-01-16 22:18:47.424
44,8,23407.993328,366.7252288053333,1.5666666666666669,65204224.0,0.0,0.0,47.06666666666666,6.666666666666667,2.933333333333333,VM008,0.0,1970-01-16 22:18:47.808
45,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,0.0,0.0,51.6,6.666666666666667,3.0,VM008,0.0,1970-01-16 22:18:48.064
46,8,23407.993328,353.0705660306667,1.5083333333333335,65204224.0,268435.2,0.0,48.73333333333333,6.733333333333333,3.066666666666667,VM008,0.4116837584019097,1970-01-16 22:18:48.320
47,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,44739.2,0.0,49.46666666666667,6.666666666666667,2.933333333333333,VM008,0.0686139597336516,1970-01-16 22:18:48.704
48,8,23407.993328,366.7252288053333,1.5666666666666669,65204224.0,402652.8,0.0,49.0,6.6,3.0,VM008,0.6175256376028645,1970-01-16 22:18:48.960
49,8,23407.993328,362.823896584,1.55,65204224.0,492131.2,0.0,50.06666666666666,6.733333333333333,3.0,VM008,0.7547535570701677,1970-01-16 22:18:49.216
50,8,23407.993328,356.971898252,1.525,65204224.0,447392.0,0.0,49.86666666666667,6.6,3.0,VM008,0.6861395973365161,1970-01-16 22:18:49.600
51,8,23407.993328,392.083888244,1.675,65204224.0,715827.2,0.0,55.0,6.733333333333333,3.066666666666667,VM008,1.0978233557384258,1970-01-16 22:18:49.856
52,8,23407.993328,362.823896584,1.55,65204224.0,1029001.6,0.0,49.13333333333333,6.733333333333333,2.933333333333333,VM008,1.5781210738739873,1970-01-16 22:18:50.112
53,8,23407.993328,360.8732304733333,1.5416666666666663,65204224.0,715827.2,0.0,49.8,6.533333333333333,3.0,VM008,1.0978233557384258,1970-01-16 22:18:50.496
54,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,89478.4,0.0,49.13333333333333,6.733333333333333,2.933333333333333,VM008,0.1372279194673032,1970-01-16 22:18:50.752
55,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,313174.4,0.0,49.6,6.733333333333333,3.0,VM008,0.4802977181355612,1970-01-16 22:18:51.008
56,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,671088.0,0.0,49.0,6.666666666666667,3.066666666666667,VM008,1.029209396004774,1970-01-16 22:18:51.392
57,8,23407.993328,360.8732304733333,1.5416666666666663,65204224.0,357913.6,0.0,50.46666666666667,6.6,2.933333333333333,VM008,0.5489116778692129,1970-01-16 22:18:51.648
58,8,23407.993328,358.92256436266666,1.5333333333333334,65204224.0,492131.2,0.0,47.73333333333333,6.666666666666667,3.0,VM008,0.7547535570701677,1970-01-16 22:18:51.904
59,8,23407.993328,356.971898252,1.525,65204224.0,581609.6,0.0,49.73333333333333,6.733333333333333,3.0,VM008,0.891981476537471,1970-01-16 22:18:52.288
60,8,23407.993328,356.971898252,1.525,65204224.0,581609.6,0.0,51.13333333333333,6.666666666666667,3.0,VM008,0.891981476537471,1970-01-16 22:18:52.544
61,8,23407.993328,368.675894916,1.575,65204224.0,894784.0,0.0,49.46666666666667,6.6,3.0,VM008,1.3722791946730322,1970-01-16 22:18:52.800
62,8,23407.993328,355.0212321413333,1.5166666666666666,65204224.0,134217.6,0.0,49.2,6.533333333333333,3.066666666666667,VM008,0.2058418792009548,1970-01-16 22:18:53.184
63,8,23407.993328,384.2812238013333,1.6416666666666666,65204224.0,894784.0,0.0,54.6,6.733333333333333,3.066666666666667,VM008,1.3722791946730322,1970-01-16 22:18:53.440
64,8,23407.993328,356.971898252,1.525,65204224.0,536870.4,0.0,50.46666666666667,6.6,3.0,VM008,0.8233675168038194,1970-01-16 22:18:53.696
65,8,23407.993328,360.8732304733333,1.5416666666666663,65204224.0,805305.6,0.0,48.333333333333336,6.6,2.933333333333333,VM008,1.235051275205729,1970-01-16 22:18:54.080
66,8,23407.993328,360.8732304733333,1.5416666666666663,65204224.0,805305.6,0.0,48.400000000000006,6.866666666666666,3.0,VM008,1.235051275205729,1970-01-16 22:18:54.336
67,8,23407.993328,356.971898252,1.525,65204224.0,536870.4,0.0,49.2,6.733333333333333,3.0,VM008,0.8233675168038194,1970-01-16 22:18:54.592
68,8,23407.993328,356.971898252,1.525,65204224.0,492131.2,0.0,48.53333333333334,6.6,3.0,VM008,0.7547535570701677,1970-01-16 22:18:54.976
69,8,23407.993328,362.823896584,1.55,65204224.0,0.0,0.0,50.2,6.666666666666667,3.0,VM008,0.0,1970-01-16 22:18:55.232
70,8,23407.993328,362.823896584,1.55,65204224.0,0.0,0.0,47.86666666666667,6.666666666666667,3.0,VM008,0.0,1970-01-16 22:18:55.488
71,8,23407.993328,353.0705660306667,1.5083333333333335,65204224.0,402652.8,0.0,51.2,6.8,2.933333333333333,VM008,0.6175256376028645,1970-01-16 22:18:55.872
72,8,23407.993328,355.0212321413333,1.5166666666666666,65204224.0,671088.0,0.0,48.0,6.6,3.0,VM008,1.029209396004774,1970-01-16 22:18:56.128
73,8,23407.993328,364.77456269466666,1.5583333333333331,65204224.0,671088.0,0.0,51.0,6.8,3.066666666666667,VM008,1.029209396004774,1970-01-16 22:18:56.384
74,8,23407.993328,356.971898252,1.525,65204224.0,939523.2,0.0,48.86666666666667,6.6,2.933333333333333,VM008,1.440893154406684,1970-01-16 22:18:56.768
75,8,23407.993328,388.1825560226667,1.6583333333333334,65204224.0,760566.4,0.0,54.4,6.866666666666666,3.066666666666667,VM008,1.1664373154720775,1970-01-16 22:18:57.024
76,8,23407.993328,356.971898252,1.525,65204224.0,671088.0,0.0,49.13333333333333,6.666666666666667,3.0,VM008,1.029209396004774,1970-01-16 22:18:57.408
