Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,2,5199.999258,10.399998516,0.2,3450880.0,0.0,0.0,0.4,0.2666666666666666,0.1333333333333333,VM002,0.0,1970-01-16 22:18:34.880
2,2,5199.999258,0.0,0.0,3453064.533333333,0.0,0.0,0.4666666666666667,0.0,0.0,VM002,0.0,1970-01-16 22:18:35.136
3,2,5199.999258,10.399998516,0.2,3454976.0,0.0,0.0,0.4,0.2666666666666666,0.1333333333333333,VM002,0.0,1970-01-16 22:18:35.392
4,2,5199.999258,0.0,0.0,3455658.6666666665,0.0,0.0,0.3333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:35.776
5,2,5199.999258,8.66666543,0.1666666666666666,3457024.0,11184.8,0.0,0.3333333333333333,0.2666666666666666,0.1333333333333333,VM002,0.3235383960308057,1970-01-16 22:18:36.032
6,2,5199.999258,0.0,0.0,3457706.6666666665,72700.0,0.0,4.933333333333334,0.0,0.0666666666666666,VM002,2.1025496668311945,1970-01-16 22:18:36.288
7,2,5199.999258,10.399998516,0.2,3459072.0,0.0,0.0,0.4,0.2666666666666666,0.0666666666666666,VM002,0.0,1970-01-16 22:18:36.672
8,2,5199.999258,0.0,0.0,3459481.6,72700.53333333334,0.0,0.5333333333333333,0.0,0.0,VM002,2.101486342154077,1970-01-16 22:18:36.928
9,2,5199.999258,10.399998516,0.2,3461120.0,61515.73333333333,0.0,0.4666666666666667,0.2666666666666666,0.1333333333333333,VM002,1.7773360453648916,1970-01-16 22:18:37.184
10,2,5199.999258,0.0,0.0,3461120.0,0.0,0.0,0.2666666666666666,0.0,0.0,VM002,0.0,1970-01-16 22:18:37.568
11,2,5199.999258,10.399998516,0.2,3461120.0,0.0,0.0,0.4666666666666667,0.2666666666666666,0.1333333333333333,VM002,0.0,1970-01-16 22:18:37.824
