Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,2,5199.998718,237.466608122,4.566666666666666,8251392.0,699049.3333333334,0.0,4.533333333333333,0.3333333333333333,1.933333333333333,VM002,8.471895812649954,1970-01-16 22:18:34.880
2,2,5199.998718,218.399946156,4.2,8251392.0,738196.0,0.0,5.6,0.0666666666666666,1.7333333333333334,VM002,8.946320814718293,1970-01-16 22:18:35.136
3,2,5199.998718,232.266609404,4.466666666666667,8251392.0,704640.8,0.0,6.2,0.3333333333333333,2.0,VM002,8.539659732563912,1970-01-16 22:18:35.392
4,2,5199.998718,308.533257268,5.933333333333334,8251392.0,749380.8,0.0,4.6,0.0666666666666666,1.8,VM002,9.08187127699181,1970-01-16 22:18:35.776
5,2,5199.998718,251.33327137,4.833333333333333,8251392.0,732603.2,0.0,5.533333333333333,0.3333333333333333,2.0,VM002,8.878540735914617,1970-01-16 22:18:36.032
6,2,5199.998718,244.39993974600003,4.7,8251392.0,732603.4666666667,0.0,10.0,0.1333333333333333,1.933333333333333,VM002,8.878543967692561,1970-01-16 22:18:36.288
7,2,5199.998718,251.33327137,4.833333333333333,8251392.0,687864.2666666667,0.0,4.8,0.3333333333333333,1.933333333333333,VM002,8.336342118598495,1970-01-16 22:18:36.672
8,2,5199.998718,246.133272652,4.733333333333333,8251392.0,788528.0,0.0,5.533333333333333,0.0666666666666666,1.8,VM002,9.556302742616031,1970-01-16 22:18:36.928
9,2,5199.998718,376.133240602,7.233333333333333,8251392.0,788527.2,0.0,5.866666666666666,0.3333333333333333,1.933333333333333,VM002,9.556293047282203,1970-01-16 22:18:37.184
10,2,5199.998718,348.399914106,6.7,8251392.0,822081.3333333334,0.0,4.733333333333333,0.0666666666666666,1.7333333333333334,VM002,9.962941202324812,1970-01-16 22:18:37.568
11,2,5199.998718,249.599938464,4.8,8251392.0,738196.0,0.0,5.533333333333333,0.3333333333333333,1.8666666666666667,VM002,8.946320814718293,1970-01-16 22:18:37.824
12,2,5199.998718,256.533270088,4.933333333333334,8251392.0,788528.2666666667,0.0,4.8,0.0666666666666666,1.8,VM002,9.556305974393975,1970-01-16 22:18:38.208
13,2,5199.998718,259.9999359,5.0,8251392.0,827674.4,0.0,4.933333333333334,0.3333333333333333,1.933333333333333,VM002,10.03072451290643,1970-01-16 22:18:38.464
14,2,5199.998718,246.133272652,4.733333333333333,8251392.0,732602.9333333333,0.0,5.333333333333333,0.0666666666666666,1.7333333333333334,VM002,8.878537504136675,1970-01-16 22:18:38.720
15,2,5199.998718,268.66660043,5.166666666666666,8251392.0,710233.8666666667,0.0,6.266666666666667,0.3333333333333333,1.933333333333333,VM002,8.607443043145528,1970-01-16 22:18:39.104
16,2,5199.998718,227.066610686,4.366666666666667,8251392.0,838858.1333333333,0.0,4.8,0.0666666666666666,1.8666666666666667,VM002,10.166262048068171,1970-01-16 22:18:39.360
17,2,5199.998718,247.866605558,4.766666666666667,8251392.0,995445.6,0.0,5.2,0.3333333333333333,1.933333333333333,VM002,12.063971751675354,1970-01-16 22:18:39.616
18,2,5199.998718,253.066604276,4.866666666666667,8251392.0,900375.2,0.0,10.333333333333334,0.1333333333333333,1.933333333333333,VM002,10.911797670017371,1970-01-16 22:18:40.000
19,2,5199.998718,261.733268806,5.033333333333333,8251392.0,889190.4,0.0,4.8,0.3333333333333333,1.933333333333333,VM002,10.776247207743856,1970-01-16 22:18:40.256
20,2,5199.998718,239.199941028,4.6,8251392.0,928337.3333333334,0.0,5.2,0.0666666666666666,1.933333333333333,VM002,11.250675441590138,1970-01-16 22:18:40.512
21,2,5199.998718,357.066578636,6.866666666666666,8251392.0,866821.3333333334,0.0,6.066666666666666,0.3333333333333333,1.933333333333333,VM002,10.50515274675271,1970-01-16 22:18:40.896
22,2,5199.998718,305.066591456,5.866666666666666,8251392.0,861228.8,0.0,4.533333333333334,0.0666666666666666,1.8,VM002,10.43737589972698,1970-01-16 22:18:41.152
23,2,5199.998718,256.533270088,4.933333333333334,8251392.0,682272.2666666667,0.0,5.533333333333333,0.3333333333333333,1.8666666666666667,VM002,8.268571735128653,1970-01-16 22:18:41.408
24,2,5199.998718,244.39993974600003,4.7,8251392.0,794120.0,0.0,5.066666666666666,0.0666666666666666,1.8,VM002,9.624073126085875,1970-01-16 22:18:41.792
25,2,5199.998718,223.599944874,4.3,8251392.0,967484.5333333332,0.0,4.8,0.3333333333333333,1.8666666666666667,VM002,11.72510690721436,1970-01-16 22:18:42.048
