Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,8,20799.994448,15294.929250762669,73.53333333333333,20858880.0,4194302.4,0.1333333333333333,9.666666666666666,7613.6,103.26666666666668,VM008,20.10799429307805,1970-01-16 22:18:34.880
2,8,20799.994448,13483.596400916002,64.825,20858880.0,3774871.733333333,2.7333333333333334,8.866666666666667,5648.733333333334,73.53333333333333,VM008,18.09719281827851,1970-01-16 22:18:35.136
3,8,20799.994448,13240.929799022668,63.65833333333333,20858880.0,3103782.933333333,2.7333333333333334,8.0,8408.666666666666,94.2,VM008,14.87991173703158,1970-01-16 22:18:35.392
4,8,20799.994448,9009.864261725334,43.31666666666667,20858880.0,3495251.466666667,2.7333333333333334,6.2,2152.6,43.66666666666666,VM008,16.756659354033708,1970-01-16 22:18:35.776
5,8,20799.994448,9587.064107657334,46.09166666666667,20858880.0,3145726.4,0.1333333333333333,7.333333333333333,4771.866666666667,62.2,VM008,15.08099380216004,1970-01-16 22:18:36.032
6,8,20799.994448,1398.7996266280002,6.725,20858880.0,1887434.4,2.6666666666666665,2.466666666666667,21.33333333333333,2.533333333333333,VM008,9.048589377761411,1970-01-16 22:18:36.288
7,8,20799.994448,71.06664769733332,0.3416666666666666,20858880.0,713030.4,0.0,1.2,0.0,1.0,VM008,3.4183541973490423,1970-01-16 22:18:36.672
8,8,20799.994448,72.799980568,0.35,20858880.0,125827.2,0.0,8.133333333333333,0.2,1.1333333333333333,VM008,0.603230854197349,1970-01-16 22:18:36.928
9,8,20799.994448,69.33331482666668,0.3333333333333333,20858880.0,125827.2,0.0,0.8,0.0,1.0,VM008,0.603230854197349,1970-01-16 22:18:37.184
10,8,20799.994448,71.06664769733332,0.3416666666666666,20858880.0,209712.8,0.0,1.2666666666666666,0.0,1.0,VM008,1.0053885922925871,1970-01-16 22:18:37.568
11,8,20799.994448,71.06664769733332,0.3416666666666666,20858880.0,0.0,0.0,1.1333333333333333,0.0,1.0,VM008,0.0,1970-01-16 22:18:37.824
12,8,20799.994448,71.06664769733332,0.3416666666666666,20858880.0,41942.4,0.0,1.1333333333333333,0.0,1.0,VM008,0.2010769513991163,1970-01-16 22:18:38.208
13,8,20799.994448,131.73329817066667,0.6333333333333333,20858880.0,293600.0,124.46666666666668,21.466666666666665,0.1333333333333333,1.3333333333333333,VM008,1.407554000981836,1970-01-16 22:18:38.464
14,8,20799.994448,74.53331343866667,0.3583333333333333,20858880.0,1132460.8,0.0,2.8666666666666667,0.0,1.0,VM008,5.429154393716249,1970-01-16 22:18:38.720
15,8,20799.994448,77.99997918000001,0.375,20858880.0,335541.6,31.4,3.733333333333333,0.0,1.0,VM008,1.608627117083947,1970-01-16 22:18:39.104
16,8,20799.994448,71.06664769733332,0.3416666666666666,20858880.0,209712.0,0.0,2.466666666666667,0.0,1.0,VM008,1.0053847569955818,1970-01-16 22:18:39.360
17,8,20799.994448,76.26664630933334,0.3666666666666666,20858880.0,363504.5333333333,0.0666666666666666,3.2666666666666666,0.0,1.0,VM008,1.742684810178367,1970-01-16 22:18:39.616
18,8,20799.994448,71.06664769733332,0.3416666666666666,20858880.0,111846.4,0.0,0.8666666666666667,0.0,1.0,VM008,0.5362052037309769,1970-01-16 22:18:40.000
19,8,20799.994448,128.26663242933336,0.6166666666666667,20858880.0,153788.8,0.0,1.1333333333333333,67.4,78.46666666666667,VM008,0.7372821551300932,1970-01-16 22:18:40.256
20,8,20799.994448,72.799980568,0.35,20858880.0,83884.8,0.0,1.2,0.0,1.0,VM008,0.4021539027982326,1970-01-16 22:18:40.512
21,8,20799.994448,69.33331482666668,0.3333333333333333,20858880.0,83884.8,0.0,1.0,0.0,1.0,VM008,0.4021539027982326,1970-01-16 22:18:40.896
22,8,20799.994448,4031.732257170667,19.383333333333333,20858880.0,629144.5333333333,2.6,3.2666666666666666,4824.866666666667,43.266666666666666,VM008,3.016195180821469,1970-01-16 22:18:41.152
23,8,20799.994448,929.0664186773334,4.466666666666667,20858880.0,2642410.4,0.0666666666666666,1.8666666666666667,24.866666666666667,5.533333333333333,VM008,12.668035867697592,1970-01-16 22:18:41.408
24,8,20799.994448,3329.732444550667,16.008333333333333,20858880.0,950706.6666666666,2.6,3.466666666666667,2078.0,19.866666666666667,VM008,4.55780303960072,1970-01-16 22:18:41.792
25,8,20799.994448,16747.462196381333,80.51666666666667,20858880.0,3928663.733333333,0.0,1.0,4172.133333333333,40.66666666666666,VM008,18.83449031459663,1970-01-16 22:18:42.048
26,8,20799.994448,21633.72755879067,104.00833333333334,20858880.0,10429834.666666666,0.0,0.8,367.2,5.4,VM008,50.00189207985599,1970-01-16 22:18:42.304
27,8,20799.994448,21600.794234248,103.85,20858880.0,8067042.933333334,0.0,1.1333333333333333,1.3333333333333333,0.9333333333333332,VM008,38.6743820058092,1970-01-16 22:18:42.688
28,8,20799.994448,21552.260913869333,103.61666666666666,20858880.0,5830081.066666666,0.0,0.7333333333333333,0.8,0.8,VM008,27.950115570283096,1970-01-16 22:18:42.944
29,8,20799.994448,21590.394237024,103.8,20858880.0,4921314.4,0.0666666666666666,3.2666666666666666,0.4666666666666667,0.9333333333333332,VM008,23.59337797619048,1970-01-16 22:18:43.200
30,8,20799.994448,21574.794241188,103.725,20858880.0,4390035.2,0.0,1.3333333333333333,0.4,0.8,VM008,21.04636107020128,1970-01-16 22:18:43.584
31,8,20799.994448,21611.194231472,103.9,20858880.0,4431979.733333333,0.0,1.4,0.4,0.9333333333333332,VM008,21.24744824905908,1970-01-16 22:18:43.840
32,8,20799.994448,21597.32756850667,103.83333333333334,20858880.0,4278188.266666667,0.0,8.066666666666666,0.4,1.0,VM008,20.510153309605627,1970-01-16 22:18:44.096
33,8,20799.994448,21586.92757128267,103.78333333333336,20858880.0,4473923.2,0.0,0.9333333333333332,0.1333333333333333,0.8,VM008,21.44853031418753,1970-01-16 22:18:44.480
34,8,20799.994448,21566.127576834668,103.68333333333334,20858880.0,4851409.6,0.0,1.2,0.2666666666666666,0.9333333333333332,VM008,23.258245888561607,1970-01-16 22:18:44.736
35,8,20799.994448,21567.86090970533,103.69166666666666,20858880.0,4515865.066666666,0.0,0.9333333333333332,0.0666666666666666,0.8,VM008,21.649604708721977,1970-01-16 22:18:44.992
36,8,20799.994448,21585.194238412005,103.775,20858880.0,4124396.8,0.0,0.8666666666666667,0.0,0.9333333333333332,VM008,19.772858370152186,1970-01-16 22:18:45.376
37,8,20799.994448,21564.394243964,103.675,20858880.0,3900700.2666666666,0.0,0.9333333333333332,0.0666666666666666,0.9333333333333332,VM008,18.700430064637537,1970-01-16 22:18:45.632
38,8,20799.994448,21592.12756989467,103.80833333333334,20858880.0,5452593.333333333,0.0,1.0666666666666669,0.0,0.8666666666666667,VM008,26.14039360374734,1970-01-16 22:18:45.888
39,8,20799.994448,21543.594249516005,103.575,20858880.0,4627713.066666666,0.0,1.2,0.0666666666666666,0.8666666666666667,VM008,22.18581758304696,1970-01-16 22:18:46.272
40,8,20799.994448,21576.52757405867,103.73333333333332,20858880.0,5033163.2,0.0,1.0666666666666669,0.0,0.8666666666666667,VM008,24.12959468581247,1970-01-16 22:18:46.528
41,8,20799.994448,21600.794234248,103.85,20858880.0,4739561.6,0.0,2.8666666666666667,0.2666666666666666,0.8666666666666667,VM008,22.72203301423662,1970-01-16 22:18:46.784
42,8,20799.994448,21529.72758655067,103.50833333333334,20858880.0,4362074.666666667,0.0,1.8,0.0,0.8666666666666667,VM008,20.912314882997872,1970-01-16 22:18:47.168
43,8,20799.994448,21571.32757544667,103.70833333333334,20858880.0,4571790.133333334,0.0,0.9333333333333332,0.2,0.8666666666666667,VM008,21.91771625961381,1970-01-16 22:18:47.424
44,8,20799.994448,21597.32756850667,103.83333333333334,20858880.0,3858758.4,0.0,1.0,0.0,0.9333333333333332,VM008,18.499355670103093,1970-01-16 22:18:47.808
45,8,20799.994448,21566.127576834668,103.68333333333334,20858880.0,4417998.666666667,0.0,11.0,0.2666666666666666,0.9333333333333332,VM008,21.180421320160367,1970-01-16 22:18:48.064
46,8,20799.994448,21529.72758655067,103.50833333333334,20858880.0,4068473.866666666,0.0,0.9333333333333332,0.1333333333333333,0.9333333333333332,VM008,19.50475704671903,1970-01-16 22:18:48.320
47,8,20799.994448,21555.72757961067,103.63333333333334,20858880.0,4110416.2666666666,0.0,0.8,0.0,0.9333333333333332,VM008,19.70583399811815,1970-01-16 22:18:48.704
48,8,20799.994448,21540.12758377467,103.55833333333334,20858880.0,4222264.533333333,0.0,0.9333333333333332,0.0,0.7333333333333333,VM008,20.24204815087547,1970-01-16 22:18:48.960
49,8,20799.994448,21543.594249516005,103.575,20858880.0,4390036.266666667,0.0,1.3333333333333333,0.0,0.8666666666666667,VM008,21.04636618393062,1970-01-16 22:18:49.216
