Row Number,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],ID,Memory Usage %,Timestamp [hr-m-s]
1,2,5851.99912,58.51999120000001,1.0,1028096.0,16776.8,0.0,0.7333333333333333,0.0,0.0,VM002,1.631832046812749,1970-01-16 22:18:34.880
2,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:35.136
3,2,5851.99912,62.42132394666667,1.0666666666666669,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:35.392
4,2,5851.99912,58.51999120000001,1.0,1028096.0,16776.8,0.0,0.7333333333333333,0.0,0.0,VM002,1.631832046812749,1970-01-16 22:18:35.776
5,2,5851.99912,72.17465581333335,1.2333333333333334,1028096.0,50331.2,0.0,1.6,0.0,0.0,VM002,4.895573954183266,1970-01-16 22:18:36.032
6,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:36.288
7,2,5851.99912,64.37199032000001,1.1,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:36.672
8,2,5851.99912,60.47065757333333,1.0333333333333332,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:36.928
9,2,5851.99912,87.7799868,1.5,1028096.0,61514.93333333333,0.0,8.733333333333333,0.0,0.0,VM002,5.983384171646746,1970-01-16 22:18:37.184
10,2,5851.99912,58.51999120000001,1.0,1028096.0,16776.8,0.0,0.7333333333333333,0.0,0.0,VM002,1.631832046812749,1970-01-16 22:18:37.568
11,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:37.824
12,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:38.208
13,2,5851.99912,70.22398944000001,1.2,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:38.464
14,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:38.720
15,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:39.104
16,2,5851.99912,64.37199032000001,1.1,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:39.360
17,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,1.6,0.0,0.0,VM002,0.0,1970-01-16 22:18:39.616
18,2,5851.99912,76.07598856,1.3,1028096.0,16776.8,0.0,0.7333333333333333,0.0,0.0,VM002,1.631832046812749,1970-01-16 22:18:40.000
19,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:40.256
20,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:40.512
21,2,5851.99912,91.68131954666669,1.5666666666666669,1028096.0,128624.53333333334,0.0,8.733333333333333,0.0,0.0,VM002,12.510945800132802,1970-01-16 22:18:40.896
22,2,5851.99912,58.51999120000001,1.0,1028096.0,190140.8,0.0,0.7333333333333333,0.0,0.0,VM002,18.494459661354583,1970-01-16 22:18:41.152
23,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:41.408
24,2,5851.99912,64.37199032000001,1.1,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:41.792
25,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:42.048
26,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:42.304
27,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:42.688
28,2,5851.99912,62.42132394666667,1.0666666666666669,1028096.0,0.0,0.0,0.7333333333333333,0.0,0.0,VM002,0.0,1970-01-16 22:18:42.944
29,2,5851.99912,58.51999120000001,1.0,1028096.0,0.0,0.0,1.6,0.0,0.0,VM002,0.0,1970-01-16 22:18:43.200
